# Naval bases and naval harbours. Source: OpenStreetMap (ODbL), via tools/poi/fetch_osm.py.
# GENERATED by tools/poi/build_poi.py -- do not hand-edit; edit the generator or refetch.
# Codes are derived from the site name, not from UN/LOCODE: OSM carries no code for these.
# Sites without a Latin-script name are dropped rather than given an invented label.
# Columns: code,lat,lon,type,flags   (type 1 = port, flags 1 = military -> warship glyph)
code,lat,lon,type,flags
NAVAL,-0.95768,-90.96531,1,1
NAVAL,18.27253,-103.34090,1,1
NAVALA,7.94394,81.50595,1,1
NAVALA,40.45479,-4.17015,1,1
NAVALE,-20.93340,55.28874,1,1
NAVALE,-12.27510,49.28493,1,1
NAVALE,4.03252,9.66742,1,1
NAVALE,6.27978,1.82777,1,1
NAVALE,48.38031,-4.50739,1,1
NAVALI,43.61602,13.50473,1,1
NAVALL,8.46200,81.23834,1,1
NAVY,-0.88093,131.25894,1,1
NAVY,6.02244,80.79991,1,1
NAVY,25.66907,52.41131,1,1
NAVY,27.23412,33.84421,1,1
NAYEF,26.17133,50.20298,1,1
NBCD,-34.17232,18.41895,1,1
NCC,13.01273,80.23451,1,1
NEAGRA,43.80475,28.56360,1,1
NECK,38.54913,-77.21733,1,1
NEGRO,27.96466,-114.05167,1,1
NEWPOR,41.54599,-71.30298,1,1
NGAPON,-36.82588,174.79170,1,1
NICARA,12.50645,-87.18590,1,1
NIGERI,4.30947,6.18578,1,1
NIGERI,6.42354,3.40813,1,1
NISCEM,37.11925,14.43954,1,1
NODONG,40.20585,128.65018,1,1
NORD,54.47509,9.86857,1,1
NORFOL,36.81924,-76.30117,1,1
NORFOL,36.92589,-76.29953,1,1
NORTH,36.80447,-76.30549,1,1
NORTHW,36.55813,-76.26781,1,1
NORVEL,25.76975,-80.14443,1,1
NUEVIT,21.55803,-77.26388,1,1
OBION,37.78714,-87.07410,1,1
OBSERV,35.18440,-111.74122,1,1
OBSERV,38.92141,-77.06704,1,1
OCEANA,36.81184,-76.03394,1,1
OCEANO,36.59246,-121.85408,1,1
OFFICE,37.16326,-93.26174,1,1
OGBINA,16.60749,120.29034,1,1
OLAVSV,69.53871,19.03516,1,1
OPERAT,37.33207,-79.97558,1,1
OPERAT,41.66075,-72.85782,1,1
OREGON,30.36701,-88.56334,1,1
ORLAND,28.43250,-81.34148,1,1
ORLAND,28.66865,-81.55002,1,1
ORLEAN,29.82599,-90.02113,1,1
ORLEAN,29.94800,-90.03351,1,1
ORLOGS,56.15348,15.58811,1,1
OSIAS,18.50395,122.14864,1,1
OSPREY,48.10703,-122.77287,1,1
OUACHI,35.09668,-85.20939,1,1
PACE,30.70258,-87.19197,1,1
PACIFI,13.92448,-90.80276,1,1
PACIFI,19.06234,-104.30219,1,1
PACIFI,21.44365,-157.96316,1,1
PACIFI,21.52014,-158.00676,1,1
PADANG,-1.00431,100.36540,1,1
PADILL,10.38951,-75.53170,1,1
PAITA,-5.08750,-81.12191,1,1
PAKIST,24.83030,66.97159,1,1
PALMAS,28.13639,-15.42701,1,1
PALYVE,43.09454,6.14269,1,1
PAMLIC,30.01228,-89.93062,1,1
PANDO,-11.01521,-68.75229,1,1
PANDO,39.37158,127.44467,1,1
PAPEET,-17.53356,-149.56959,1,1
PARAGU,-26.78739,-55.02684,1,1
PARERA,12.11286,-68.92119,1,1
PARK,40.85234,14.10683,1,1
PAROW,54.36941,13.07858,1,1
PASCAG,30.33189,-88.57248,1,1
PATOKA,33.37619,-91.09165,1,1
PATROL,36.84457,-76.28229,1,1
PEDERN,0.07974,-80.05507,1,1
PEMBA,-12.97099,40.51008,1,1
PEOPLE,16.11894,108.22289,1,1
PEREZ,7.75429,-80.16893,1,1
PERLA,-12.07014,-77.10672,1,1
PERUVI,-12.07253,-77.16798,1,1
PESCA,23.78529,-97.83582,1,1
PETIT,55.33165,-131.62606,1,1
PHILAD,39.89121,-75.17761,1,1
PHILAD,40.04165,-75.09506,1,1
PHILIP,14.56068,120.98514,1,1
PHNSY,21.35131,-157.95385,1,1
PICACH,28.08909,-15.52947,1,1
PIKE,56.80942,-132.97258,1,1
PILOT,58.33605,11.40405,1,1
PISCES,30.36802,-88.56301,1,1
PLANT,37.11697,-122.19215,1,1
PLANT,46.50123,-84.34061,1,1
PLATA,-38.03598,-57.53418,1,1
PN,24.83280,66.97179,1,1
POINT,24.56437,-81.79021,1,1
POINT,48.12352,-122.17086,1,1
POLANA,-26.96638,-55.32910,1,1
POLAR,47.59001,-122.33960,1,1
POOL,18.91646,72.82604,1,1
PORTIM,37.12363,-8.52840,1,1
PORTLA,45.57083,-122.71963,1,1
PORTOF,42.81269,10.33134,1,1
PORTSM,43.08086,-70.73503,1,1
PORTSM,50.80450,-1.10055,1,1
POSORJ,-2.71479,-80.24449,1,1
POST,8.05753,79.70715,1,1
POSTGR,36.59706,-121.87295,1,1
POULMI,48.28037,-4.44123,1,1
POWER,13.23166,100.93393,1,1
PRAT,-33.02084,-71.63758,1,1
PREFEC,-38.23777,-57.76058,1,1
PREFEC,-34.08826,-59.01544,1,1
PREFEC,-27.32650,-56.32322,1,1
PRINCI,0.34428,6.73611,1,1
PROGRA,37.41295,-122.02849,1,1
PROJEC,13.16629,101.06087,1,1
PUNTAL,36.50894,-6.25956,1,1
QABOOS,16.95815,54.80984,1,1
QUINCY,42.25844,-70.99447,1,1
QULAYA,28.86323,48.28532,1,1
RADIO,38.52621,-79.28287,1,1
RADIO,51.90011,-176.65756,1,1
RADOME,-38.18844,147.18238,1,1
RALEIG,35.78094,-78.67872,1,1
RAMOS,10.30089,123.93818,1,1
RAMPS,34.71292,-76.68409,1,1
RANGE,34.09081,-119.06698,1,1
RANH,11.91435,109.24323,1,1
RAPIDE,3.86674,9.62727,1,1
RAPIDE,4.21664,8.98618,1,1
RAVENN,44.49481,12.28118,1,1
REACTI,-34.17213,18.42276,1,1
RECEIV,8.69068,77.72688,1,1
RECIFE,-8.04186,-34.87185,1,1
RECREA,38.33677,-76.47396,1,1
RECRUI,36.55379,-82.53233,1,1
RECRUI,37.12682,-76.51150,1,1
RECRUI,41.07412,-111.98117,1,1
RECRUI,43.59072,-116.36893,1,1
REFIT,50.38983,-4.18938,1,1
REGION,10.01504,104.02439,1,1
REGION,14.69489,-92.39707,1,1
REGION,16.17275,-95.18846,1,1
REGION,16.83618,-99.85068,1,1
REGION,19.05531,-104.30550,1,1
REGION,19.20174,-96.13753,1,1
REGION,21.25311,-86.74403,1,1
REGION,23.20377,-106.41151,1,1
REGION,27.92099,-110.88266,1,1
RELIAN,30.34512,-87.26510,1,1
RESERV,14.59367,120.97177,1,1
RESERV,16.42001,120.60972,1,1
RESERV,17.89805,-62.85000,1,1
RESERV,30.02432,-94.04003,1,1
RESERV,36.63178,-121.93405,1,1
RESERV,38.07906,-122.10043,1,1
RESERV,38.51140,-121.39968,1,1
RESERV,39.04174,-94.54896,1,1
RESERV,39.26709,-76.58018,1,1
RESERV,39.89383,-75.18357,1,1
RESERV,41.51600,-90.56205,1,1
RESERV,42.10080,-80.06237,1,1
RESERV,42.30352,-83.07839,1,1
RESERV,45.56842,-122.72237,1,1
RESIDE,22.46550,89.59887,1,1
RIBERA,-10.99561,-66.06893,1,1
RICHMO,37.44386,-77.45108,1,1
RIVER,36.90220,-76.30240,1,1
RIVER,38.27933,-76.41844,1,1
RIVERI,10.29755,105.76694,1,1
ROADS,18.11313,-65.35306,1,1
ROCA,-17.53477,-66.05895,1,1
ROCHES,43.10516,-77.71223,1,1
RODRIG,8.94994,-79.57438,1,1
ROMANI,44.51915,26.07539,1,1
ROOM,22.52340,89.58764,1,1
ROSA,30.60873,-86.93839,1,1
ROTA,36.61400,-6.32568,1,1
RYBACH,52.91563,158.49072,1,1
SABIRS,24.84082,67.05106,1,1
SALAMA,35.92241,0.05643,1,1
SALVAD,13.70580,-89.17531,1,1
SAMPUR,8.47081,81.28555,1,1
SANIBE,41.52080,-70.66682,1,1
SANTIA,-34.84299,-57.89512,1,1
SANTO,33.09428,-16.33819,1,1
SASEBO,33.16388,129.71443,1,1
SCHENE,42.85730,-73.93162,1,1
SCOTT,36.80934,-76.31236,1,1
SEAPLA,48.28796,-122.60059,1,1
SECA,18.45220,-66.21373,1,1
SERE,44.98636,-70.44674,1,1
SGHIR,35.84213,-5.57349,1,1
SHARK,18.46070,-66.11498,1,1
SHARK,28.94356,-95.30201,1,1
SHARK,47.99107,-122.22440,1,1
SHEARW,34.40662,-119.69123,1,1
SHIMOF,35.79908,140.01846,1,1
SHIPEM,-41.06697,145.92953,1,1
SHRIKE,40.46668,-74.00985,1,1
SIDE,42.31479,-87.83737,1,1
SIGSBE,24.57656,-81.77384,1,1
SILVER,-34.08686,18.43772,1,1
SILVER,30.56098,-87.80899,1,1
SIMA,-3.68947,-73.26028,1,1
SIMONS,-34.21145,18.43125,1,1
SITE,30.81511,-87.16836,1,1
SITE,46.55929,-98.63870,1,1
SITE,46.56562,-119.51947,1,1
SITKIN,40.46674,-74.00973,1,1
SITTA,32.90641,13.22060,1,1
SKIPJA,29.89595,-92.11622,1,1
SLIP,42.87683,-78.88945,1,1
SLIP,46.77545,-92.09311,1,1
SOCKEY,38.31277,-123.05148,1,1
SOCORR,18.72715,-110.95136,1,1
SOCORR,18.77598,-110.93037,1,1
SOUDAB,35.53135,24.16091,1,1
SOUND,47.55856,-122.63582,1,1
SOUTH,13.54971,144.83048,1,1
SOUTH,35.33214,-89.86905,1,1
SOUTH,36.80062,-76.30242,1,1
SPENCE,30.62531,-87.13980,1,1
SPERIM,44.09603,9.86446,1,1
SPOKAN,47.70550,-117.47805,1,1
SPRING,43.07919,-73.82079,1,1
SQUADR,10.41910,107.14743,1,1
STAR,47.59071,-122.34276,1,1
STATIO,11.64735,92.73626,1,1
STATIO,31.30721,-113.54758,1,1
STINGR,29.72880,-93.87020,1,1
STOCKT,37.95304,-121.35859,1,1
STORAG,47.56660,-122.54419,1,1
SUBSTA,36.80926,-76.29925,1,1
SULTAN,23.81745,57.52783,1,1
SUMMER,30.50920,-87.64703,1,1
SUPERI,19.31883,-99.11552,1,1
SUPERI,36.81117,3.23028,1,1
SWINOU,53.90049,14.25096,1,1
SYSTEM,38.14476,-76.42791,1,1
TAJURA,32.84366,13.47361,1,1
TALCAH,-36.69736,-73.10438,1,1
TANINT,12.51444,98.46541,1,1
TAPACH,14.79488,-92.36159,1,1
TARPON,28.41583,-80.62220,1,1
TEMA,5.64665,0.02174,1,1
TERRAP,48.72193,-122.51063,1,1
TEST,42.69739,-76.92506,1,1
TESTIN,37.25470,-76.53301,1,1
TEZANO,18.45969,-66.11500,1,1
TITUMI,22.84533,89.55257,1,1
TOGALE,-18.12788,178.31884,1,1
TOULON,43.11681,5.90741,1,1
TOWN,-34.18959,18.43900,1,1
TOWN,6.44549,3.28251,1,1
TRANSP,-34.16133,18.41394,1,1
TROIA,38.47431,-8.87203,1,1
TRUMAN,24.54936,-81.80455,1,1
TUAS,1.29422,103.66325,1,1
TULUM,20.16939,-87.66430,1,1
TUMBES,-3.55863,-80.45435,1,1
TURIAM,10.41793,-67.84555,1,1
TYBEE,41.52129,-70.66692,1,1
UAE,13.07074,42.66271,1,1
UMOPAR,-17.01888,-64.83707,1,1
UNIDAD,21.55737,-77.26388,1,1
UNIT,-34.17264,18.42694,1,1
UNIT,40.72145,52.84674,1,1
UPLIFT,54.37530,-1.70475,1,1
USCGCA,29.68949,-91.20231,1,1
USCGCE,46.20778,-123.76918,1,1
USCGCF,60.55184,-145.76388,1,1
USHUAI,-54.80559,-68.29492,1,1
UTAMAT,3.78454,98.68158,1,1
VALENC,39.45492,-0.33070,1,1
VALIAN,30.39718,-81.40817,1,1
VALPAR,-33.02956,-71.62499,1,1
VALVEP,32.79452,-117.18814,1,1
VARUSK,60.03462,24.36116,1,1
VARUSK,60.44589,22.13190,1,1
VELATA,-19.80406,-174.35119,1,1
VENTUR,34.16187,-119.20825,1,1
VICTOR,4.97020,8.32263,1,1
VIEONB,36.48751,6.30821,1,1
VIGILA,28.41497,-80.62186,1,1
VILA,-12.95656,-38.35390,1,1
VILA,-9.66624,-35.72188,1,1
VILLAG,30.35333,-81.42498,1,1
VILLAR,-16.83795,-64.79285,1,1
VISAYA,10.29830,123.91009,1,1
WADDY,16.00496,94.32045,1,1
WAFER,5.54365,-87.05642,1,1
WALDRO,27.63469,-97.31330,1,1
WALVIS,-22.92601,14.52165,1,1
WAREHO,42.29887,-87.87137,1,1
WARFAR,35.08721,-90.14027,1,1
WARFAR,41.53765,-71.34471,1,1
WARMIN,40.19634,-75.05368,1,1
WARPOR,47.59419,19.08396,1,1
WASHIN,38.87381,-76.99538,1,1
WASSER,48.40498,15.61333,1,1
WEBSTE,38.14596,-76.42856,1,1
WEDGE,32.51495,-87.87493,1,1
WEST,9.77278,118.73932,1,1
WEST,24.60020,-81.69681,1,1
WHITEH,30.35814,-81.86891,1,1
WILLIA,32.79879,-88.83440,1,1
WILLOW,32.85120,-79.94687,1,1
WINGFI,-33.89841,18.52781,1,1
WIRE,42.07119,-73.93687,1,1
WWII,37.77052,23.76134,1,1
XIAOPI,38.82799,121.47197,1,1
YACUMA,-13.72703,-65.41386,1,1
YATES,-33.02605,-71.58520,1,1
YEOVIL,51.00898,-2.64546,1,1
YOHORI,39.87771,127.78295,1,1
YOKOSU,35.28435,139.66626,1,1
YORKTO,37.24069,-76.57916,1,1
YURA,33.95778,135.11474,1,1
ZACHOD,54.61248,18.78660,1,1
ZARATE,-34.08555,-59.02245,1,1
ZONA,-16.40465,-71.54313,1,1
ZONA,14.69962,-92.39806,1,1
ZONA,17.63726,-101.55931,1,1
ZONA,20.65864,-105.24309,1,1
ZONA,21.27738,-89.70614,1,1
ZONA,21.53227,-105.28531,1,1
ZONA,24.15123,-110.33125,1,1
ZONA,31.30600,-113.54739,1,1
ZONE,31.84855,-116.61650,1,1
