# Heliports carrying a real ICAO code. Source: OpenStreetMap (ODbL), via fetch_osm.py.
# GENERATED by tools/poi/build_poi.py -- do not hand-edit; edit the generator or refetch.
# Unnamed rooftop and hospital pads are deliberately excluded: a pictogram with no usable
# identifier beside it tells the wearer nothing.
# Columns: code,lat,lon,type,flags   (type 0 = airfield, flags 2 = helipad, +1 = military)
code,lat,lon,type,flags
SDEG,-23.50462,-46.85103,0,2
SDEH,-2.99818,-60.03020,0,2
SDEK,-23.73623,-45.74699,0,2
SDEL,-23.59111,-46.68568,0,2
SDEQ,-25.37661,-49.08481,0,2
SDEU,-23.38481,-46.83212,0,2
SDEW,-23.54191,-46.22925,0,2
SDEX,-23.33917,-47.34750,0,2
SDEY,-23.68926,-46.60575,0,2
SDEZ,-23.57231,-46.69861,0,2
SDFA,-22.96945,-44.44410,0,2
SDFB,-22.96456,-47.07711,0,2
SDFG,-15.83664,-48.08435,0,2
SDFJ,-22.95154,-47.76002,0,2
SDFL,-2.49983,-44.30783,0,2
SDFN,-23.04764,-44.35084,0,2
SDFO,-23.46626,-46.86060,0,2
SDFP,-23.53752,-46.64577,0,2
SDFQ,-22.94433,-43.18255,0,2
SDFR,-3.74109,-38.47349,0,2
SDFS,-22.09224,-48.34756,0,2
SDFV,-23.52219,-46.66727,0,2
SDFW,-23.57493,-46.68783,0,2
SDGD,-22.99421,-48.56774,0,2
SDGE,-23.61110,-46.57071,0,2
SDGG,-23.56109,-46.69439,0,2
SDGH,-20.51102,-48.59267,0,2
SDGI,-22.92324,-46.90747,0,2
SDGK,-22.35242,-43.16431,0,2
SDGL,-22.88086,-43.27483,0,2
SDGN,-8.13174,-34.90412,0,2
SDGO,-23.45420,-46.48545,0,2
SDGS,-23.58587,-46.68035,0,2
SDGV,-19.99448,-43.95219,0,2
SDGW,-23.58722,-46.67515,0,2
SDGZ,-23.54947,-46.77231,0,2
SDHB,-23.54845,-46.76900,0,2
SDHF,-21.96658,-46.75226,0,2
SDHG,-23.48162,-46.77802,0,2
SDHH,-15.77500,-47.90610,0,2
SDHI,-23.59522,-46.65248,0,2
SDHJ,-10.93348,-61.92614,0,2
SDHL,-22.97484,-43.21652,0,2
SDHN,-22.74421,-42.85210,0,2
SDHO,-23.65544,-46.52875,0,2
SDHQ,-23.56714,-46.50548,0,2
SDHT,-23.55892,-46.65759,0,2
SDHU,-22.95126,-43.16550,0,2
SDHV,-23.60043,-46.71522,0,2
SDHW,-23.55757,-46.63472,0,2
SDHY,-23.55669,-46.66118,0,2
SDHZ,-22.90451,-47.06782,0,2
SDIA,-23.54589,-46.63252,0,2
SDIF,-19.78661,-43.95155,0,2
SDII,-23.50473,-46.84932,0,2
SDIJ,-8.18768,-35.49757,0,2
SDIK,-22.81958,-47.03529,0,2
SDIQ,-23.04880,-44.19585,0,2
SDIS,-23.24750,-49.02405,0,2
SDIT,-23.57639,-46.65782,0,2
SDIU,-20.45038,-54.57606,0,2
SDIW,-23.59426,-46.68939,0,2
SDIY,-8.01479,-34.94110,0,2
SDJB,-22.97342,-46.70056,0,2
SDJD,-23.76032,-45.71218,0,2
SDJE,-22.89313,-43.29422,0,2
SDJH,-16.68683,-49.28202,0,2
SDJI,-23.32612,-45.81674,0,2
SDJJ,-22.87128,-49.04763,0,2
SDJK,-23.50181,-46.84235,0,2
SDJM,-23.13265,-46.92805,0,2
SDJP,-22.74526,-43.46443,0,2
SDJT,-23.17513,-46.90900,0,2
SDJU,-23.59060,-46.67314,0,2
SDJW,-23.59105,-46.70355,0,2
SDJY,-23.57168,-46.64642,0,2
SDKB,-25.43820,-49.24064,0,2
SDKD,-23.61858,-46.70311,0,2
SDKG,-23.59367,-46.68848,0,2
SDKM,-23.56602,-46.66523,0,2
SDKN,-3.84473,-38.44263,0,2
SDKR,-22.37928,-47.32630,0,2
SDKS,-8.54991,-35.00715,0,2
SDKT,-23.58056,-46.68421,0,2
SDKV,-23.61480,-46.69682,0,2
SDKW,-23.41611,-47.10861,0,2
SDKY,-23.55822,-46.66892,0,2
SDLA,-23.34312,-44.66310,0,2
SDLB,-23.58119,-46.68272,0,2
SDLF,-23.47669,-46.77789,0,2
SDLJ,-19.25809,-44.47753,0,2
SDLQ,-23.78672,-45.57225,0,2
SDLS,-27.08368,-48.96479,0,2
SDLT,-23.03968,-46.98345,0,2
SDMB,-23.00182,-47.11687,0,2
SDML,-25.55840,-49.30364,0,2
SDMS,-23.01561,-44.28034,0,2
SDMT,-23.56189,-46.65483,0,2
SDMZ,-23.66328,-46.57918,0,2
SDNF,-20.16056,-43.92339,0,2
SDNG,-22.41862,-48.60043,0,2
SDNP,-23.54766,-46.63760,0,2
SDNR,-23.65208,-46.71382,0,2
SDNU,-22.90606,-43.17264,0,2
SDNX,-23.04207,-44.19215,0,2
SDOC,-23.57311,-46.64354,0,2
SDOF,-23.59504,-46.68570,0,2
SDOG,-23.99717,-46.20314,0,2
SDOH,-23.35082,-46.42570,0,2
SDOK,-23.23605,-46.86586,0,2
SDOM,-7.66588,-34.82995,0,2
SDON,-23.55153,-46.72227,0,2
SDOP,-22.89587,-47.19054,0,2
SDOT,-23.60237,-46.69357,0,2
SDOZ,-22.20735,-43.09635,0,2
SDPB,-20.53609,-47.38967,0,2
SDPF,-22.72698,-47.16772,0,2
SDPG,-22.94045,-43.18789,0,2
SDPK,-23.52805,-46.49494,0,2
SDPL,-23.59270,-46.64940,0,2
SDPM,-23.60019,-46.71299,0,2
SDPS,-23.67075,-46.53291,0,2
SDPT,-23.56026,-46.65928,0,2
SDPU,-22.76697,-43.11263,0,2
SDQI,-23.07409,-47.08670,0,2
SDQK,-22.74512,-43.45752,0,2
SDQO,-22.91720,-46.84583,0,2
SDQP,-23.57154,-46.64569,0,2
SDQR,-28.39858,-49.57690,0,2
SDQS,-23.60163,-46.69202,0,2
SDQV,-23.43280,-46.41059,0,2
SDQW,-23.32645,-46.12863,0,2
SDQY,-22.89125,-47.02836,0,2
SDRB,-23.55888,-46.66227,0,2
SDRE,-23.00798,-43.44695,0,2
SDRG,-25.39205,-49.15619,0,2
SDRI,-22.95733,-43.17615,0,2
SDRJ,-22.97111,-43.21645,0,2
SDRN,-23.57005,-46.69191,0,2
SDRO,-4.11172,-38.24802,0,2
SDSF,-27.57290,-48.53167,0,2
SDSL,-23.55716,-46.65425,0,2
SDSN,-23.59066,-46.68660,0,2
SDSO,-23.02297,-44.29005,0,2
SDSR,-23.65900,-47.10320,0,2
SDSU,-22.81219,-47.18735,0,2
SDSX,-23.52604,-46.74397,0,2
SDSZ,-23.55797,-46.65971,0,2
SDTC,-23.60259,-46.66057,0,2
SDTG,-23.59307,-46.68662,0,2
SDTL,-19.91441,-43.93774,0,2
SDTM,-23.49326,-46.85277,0,2
SDTN,-23.60803,-46.69670,0,2
SDTQ,-23.93690,-46.32190,0,2
SDTT,-29.36152,-50.85310,0,2
SDTU,-23.63631,-46.64191,0,2
SDUH,-22.74377,-45.56312,0,2
SDUI,-23.51362,-46.69462,0,2
SDUJ,-23.58312,-46.68337,0,2
SDUO,-14.91172,-40.87010,0,2
SDUP,-23.54789,-46.63598,0,2
SDUP,-22.94965,-44.07517,0,2
SDUV,-20.17748,-40.23239,0,2
SDUW,-21.64318,-46.34542,0,2
SDUX,-27.10694,-48.90713,0,2
SDUZ,-23.17887,-45.47150,0,2
SDVB,-23.43583,-47.41441,0,2
SDVC,-8.91782,-35.16491,0,2
SDVD,-22.41093,-43.14862,0,2
SDVN,-22.68944,-45.55265,0,2
SDVR,-23.58660,-46.68191,0,2
SDVU,-23.56350,-46.65280,0,2
SDVW,-23.05684,-45.63209,0,2
SDWA,-23.04178,-44.19357,0,2
SDWB,-23.56622,-46.65177,0,2
SDWP,-22.95776,-44.33808,0,2
SDWS,-23.50283,-46.91937,0,2
SDWT,-23.60916,-46.69617,0,2
SDWW,-26.72570,-49.06597,0,2
SDWY,-29.69178,-53.80610,0,2
SDXG,-11.76382,-63.02176,0,2
SDXH,-23.25147,-47.32687,0,2
SDXL,-22.03763,-42.33709,0,2
SDXN,-26.63458,-48.70067,0,2
SDXP,-23.42408,-46.02015,0,2
SDXQ,-23.59129,-46.68226,0,2
SDXV,-23.11765,-46.99259,0,2
SDXX,-22.51021,-44.74842,0,2
SDYA,-23.59668,-46.68554,0,2
SDYC,-22.77540,-41.90216,0,2
SDYD,-23.03993,-44.19643,0,2
SDYH,-22.92959,-47.08327,0,2
SDYM,-19.92702,-43.95768,0,2
SDYO,-23.55374,-46.46145,0,2
SDYP,-22.98591,-46.33440,0,2
SDYR,-23.59967,-46.69989,0,2
SDYU,-28.29907,-49.92248,0,2
SDYV,-23.60372,-46.64819,0,2
SDYY,-2.49859,-44.28473,0,2
SDYZ,-23.56917,-46.60138,0,2
SDZA,-15.83074,-47.86634,0,2
SDZB,-23.98570,-46.28445,0,2
SDZD,-23.42522,-47.36187,0,2
SDZE,-23.70139,-46.81778,0,2
SDZJ,-15.28389,-43.83111,0,2
SDZM,-23.03376,-46.73358,0,2
SDZR,-23.56379,-46.65457,0,2
SDZT,-23.49717,-46.84741,0,2
SHAE,-33.43984,-70.83165,0,2
SHAL,-33.72553,-70.93030,0,2
SHIN,-33.42086,-70.61793,0,2
SHSM,-33.42308,-70.62225,0,2
SI3S,-26.44121,-49.05925,0,2
SIAA,-23.39527,-46.63892,0,2
SIAE,-22.78609,-45.17077,0,2
SIAF,-7.90967,-35.04838,0,2
SIAH,-3.91308,-38.43479,0,2
SIAK,-30.03019,-51.22048,0,2
SIAL,-8.43433,-34.98207,0,2
SIAM,-3.03251,-59.96405,0,2
SIAT,-12.74009,-38.60051,0,2
SIAV,-23.56479,-46.83026,0,2
SIBB,-23.56444,-46.65213,0,2
SIBE,-3.71907,-38.53181,0,2
SIBG,-23.56443,-46.65580,0,2
SIBH,-23.54673,-46.73717,0,2
SIBL,-1.43754,-48.45861,0,2
SIBM,-23.61705,-46.58058,0,2
SIBR,-21.21180,-47.81799,0,2
SIBS,-23.51191,-46.71025,0,2
SIBT,-22.73230,-47.28616,0,2
SICC,-22.38889,-47.28438,0,2
SICD,-21.57853,-41.44626,0,2
SICE,-2.53519,-44.29983,0,2
SICG,-23.52077,-46.76296,0,2
SICH,-22.71775,-45.57775,0,2
SICL,-22.98517,-44.43883,0,2
SICO,-19.93749,-40.41156,0,2
SICT,-22.99671,-47.10637,0,2
SICV,-24.00057,-46.29357,0,2
SICX,-12.98396,-38.45350,0,2
SICZ,-23.57331,-46.65541,0,2
SIDC,-23.22137,-44.78428,0,2
SIDD,-9.37938,-35.50823,0,2
SIDE,-23.51136,-46.70435,0,2
SIDH,-23.48523,-46.86454,0,2
SIDI,-19.82946,-43.63036,0,2
SIDL,-23.55575,-46.62488,0,2
SIDP,-22.38822,-41.85576,0,2
SIDQ,-23.01647,-44.29111,0,2
SIDT,-22.90960,-43.17935,0,2
SIDU,-22.88011,-43.25496,0,2
SIDX,-23.05046,-47.39625,0,2
SIEE,-23.78447,-46.59654,0,2
SIEI,-12.83923,-38.42634,0,2
SIER,-22.63290,-47.68690,0,2
SIES,-23.76889,-45.63324,0,2
SIET,-23.95541,-46.18973,0,2
SIEU,-22.37339,-48.69307,0,2
SIEY,-19.95372,-43.91267,0,2
SIFB,-23.22355,-44.68536,0,2
SIFG,-19.93526,-43.92436,0,2
SIFI,-3.09299,-60.02074,0,2
SIFK,-22.50803,-43.19375,0,2
SIFL,-27.59212,-48.49304,0,2
SIFP,-24.52466,-47.85062,0,2
SIFR,-21.28485,-47.75754,0,2
SIFY,-25.57252,-49.15237,0,2
SIFZ,-23.57776,-46.69434,0,2
SIGB,-28.04295,-48.62569,0,2
SIGC,-24.97571,-47.94540,0,2
SIGD,-19.19047,-40.63063,0,2
SIGH,-26.39279,-50.16476,0,2
SIGI,-22.87913,-42.13137,0,2
SIGK,-23.44680,-46.44452,0,2
SIGM,-23.29884,-47.28767,0,2
SIGO,-23.57357,-46.64182,0,2
SIGP,-22.90928,-43.18195,0,2
SIGQ,-22.49961,-44.08164,0,2
SIGR,-8.19080,-35.51747,0,2
SIGV,-23.52375,-46.66254,0,2
SIGZ,-23.61685,-46.69889,0,2
SIH4,-26.47774,-49.05419,0,2
SIHC,-20.29353,-40.31249,0,2
SIHD,-23.59842,-46.62237,0,2
SIHE,-25.55424,-48.55767,0,2
SIHF,-16.70942,-49.23574,0,2
SIHG,-16.06362,-47.99888,0,2
SIHH,-22.77010,-41.88275,0,2
SIHJ,-10.44240,-62.44832,0,2
SIHK,-23.56903,-46.64563,0,2
SIHL,-22.97975,-43.40944,0,2
SIHM,-3.81094,-38.43424,0,2
SIHN,-27.00564,-48.62062,0,2
SIHO,-23.28417,-47.29089,0,2
SIHQ,-15.82927,-48.02886,0,2
SIHR,-20.50309,-40.37339,0,2
SIHS,-23.56984,-46.69308,0,2
SIHT,-23.00212,-44.35317,0,2
SIHX,-3.81150,-38.43887,0,2
SIHY,-22.74691,-45.55560,0,2
SIHZ,-8.43185,-34.98136,0,2
SIIB,-22.77402,-41.88990,0,2
SIIF,-21.32901,-50.95097,0,2
SIIH,-23.56661,-46.68638,0,2
SIIL,-12.98923,-38.44865,0,2
SIIM,-26.48227,-49.06397,0,2
SIIO,-23.00513,-44.46575,0,2
SIIQ,-22.73499,-45.60677,0,2
SIIR,-23.58398,-46.67556,0,2
SIIV,-27.08918,-48.91511,0,2
SIIW,-23.45405,-46.87001,0,2
SIIX,-23.19537,-46.09479,0,2
SIIY,-15.79281,-47.89390,0,2
SIJB,-10.18505,-48.33756,0,2
SIJC,-22.58292,-47.03400,0,2
SIJD,-23.64364,-46.71796,0,2
SIJF,-23.58599,-46.68343,0,2
SIJI,-23.18234,-45.81729,0,2
SIJP,-22.90229,-43.17425,0,2
SIJT,-21.75011,-41.30311,0,2
SIJX,-23.59140,-46.68171,0,2
SIKB,-27.08295,-48.92553,0,2
SIKC,-23.29916,-46.59674,0,2
SIKD,-23.57350,-46.70448,0,2
SIKF,-23.57668,-46.68665,0,2
SIKG,-24.19812,-48.64283,0,2
SIKH,-23.08537,-47.18298,0,2
SIKL,-16.70964,-49.23870,0,2
SIKV,-16.60818,-49.19187,0,2
SILE,-8.57943,-35.12816,0,2
SILF,-23.58785,-46.68034,0,2
SILH,-22.86292,-43.74837,0,2
SILK,-23.51268,-46.67183,0,2
SILM,-27.37797,-48.53078,0,2
SILP,-23.15219,-47.26741,0,2
SILR,-23.59511,-46.68449,0,2
SILW,-8.21984,-35.54486,0,2
SILX,-23.47146,-46.48348,0,2
SIMC,-22.80878,-50.99493,0,2
SIMD,-23.58444,-46.76722,0,2
SIMD,-23.58264,-46.67479,0,2
SIMH,-22.83404,-47.19336,0,2
SIMI,-23.76823,-45.40302,0,2
SIMM,-23.58743,-46.67217,0,2
SIMS,-1.46086,-48.44832,0,2
SIMT,-23.92536,-46.46168,0,2
SINB,-23.82950,-45.38857,0,2
SIND,-21.89246,-45.59596,0,2
SINE,-23.52446,-46.33019,0,2
SINF,-20.23076,-40.27698,0,2
SINL,-27.46416,-48.38303,0,2
SINO,-27.09625,-48.91405,0,2
SINW,-21.57258,-47.91381,0,2
SINX,-20.10894,-43.93881,0,2
SINY,-8.15984,-36.19688,0,2
SIOD,-23.52937,-46.74413,0,2
SIOF,-23.97883,-46.30886,0,2
SIOH,-21.19476,-44.94148,0,2
SION,-4.25136,-38.95159,0,2
SIOW,-23.56955,-46.64340,0,2
SIOX,-23.33550,-51.17681,0,2
SIOY,-21.88865,-43.17421,0,2
SIPC,-27.09371,-48.60469,0,2
SIPD,-22.90239,-47.04832,0,2
SIPI,-23.49813,-46.86232,0,2
SIPQ,-8.25533,-34.94809,0,2
SIPS,-19.65930,-44.14759,0,2
SIPT,-22.73179,-47.13778,0,2
SIPX,-22.90775,-47.00426,0,2
SIPZ,-23.67636,-46.61820,0,2
SIQB,-23.02434,-44.34281,0,2
SIQL,-11.44167,-61.48083,0,2
SIQM,-23.62499,-46.70182,0,2
SIQN,-4.04389,-38.32778,0,2
SIQP,-7.04201,-47.44248,0,2
SIQT,-22.97717,-46.70386,0,2
SIRE,-19.26607,-44.52217,0,2
SIRK,-19.92576,-43.93134,0,2
SIRL,-19.98247,-48.26489,0,2
SIRU,-21.19967,-47.80756,0,2
SIRY,-23.46583,-46.58187,0,2
SIRZ,-23.56942,-46.69119,0,2
SISB,-23.00388,-47.08821,0,2
SISC,-19.95732,-47.76884,0,2
SISE,-28.44260,-52.81514,0,2
SISF,-16.63107,-49.20073,0,2
SISI,-22.32471,-49.07504,0,2
SISP,-23.15777,-46.66261,0,2
SISQ,-26.30641,-48.93343,0,2
SIST,-25.68361,-48.46028,0,2
SITD,-1.43993,-48.48154,0,2
SITE,-23.56628,-46.64261,0,2
SITG,-22.89389,-43.21505,0,2
SITK,-23.46737,-46.48592,0,2
SITO,-23.59820,-46.69023,0,2
SITP,-23.60236,-47.27331,0,2
SITQ,-23.62030,-46.69907,0,2
SITW,-11.24889,-37.33639,0,2
SITY,-23.06837,-46.82670,0,2
SIUD,-23.53852,-46.60756,0,2
SIUE,-8.36323,-35.00894,0,2
SIUI,-21.78100,-43.36132,0,2
SIUJ,-23.22004,-45.91061,0,2
SIUK,-12.85716,-38.31700,0,2
SIUN,-22.89103,-43.84366,0,2
SIUP,-25.38924,-50.54373,0,2
SIUT,-12.96253,-38.43611,0,2
SIUX,-22.96483,-47.32064,0,2
SIVA,-23.01376,-44.26732,0,2
SIVB,-19.98544,-43.96512,0,2
SIVC,-23.61090,-47.00061,0,2
SIVI,-22.91266,-47.06418,0,2
SIVL,-3.86549,-38.59273,0,2
SIVM,-20.90054,-49.78669,0,2
SIVS,-22.75085,-45.55379,0,2
SIVT,-22.84247,-43.76361,0,2
SIVX,-23.53054,-47.26595,0,2
SIWG,-22.64178,-46.81278,0,2
SIWI,-1.33853,-48.31873,0,2
SIWJ,-23.96364,-46.33152,0,2
SIWL,-27.19060,-48.50565,0,2
SIWM,-23.51128,-47.57774,0,2
SIWP,-27.13143,-48.60008,0,2
SIWW,-23.76547,-45.34771,0,2
SIXC,-23.51055,-46.69293,0,2
SIXH,-26.28889,-48.84556,0,2
SIXN,-14.37783,-39.01110,0,2
SIXQ,-12.67360,-38.27346,0,2
SIXR,-23.55356,-47.35709,0,2
SIXS,-23.62703,-46.70250,0,2
SIXW,-23.20961,-49.11384,0,2
SIXY,-26.47328,-48.99011,0,2
SIYB,-22.91096,-47.05522,0,2
SIYC,-12.85926,-38.31705,0,2
SIYG,-3.71923,-38.47405,0,2
SIYJ,-8.06669,-34.90127,0,2
SIYL,-22.85303,-45.23774,0,2
SIYQ,-22.91064,-43.18618,0,2
SIYT,-23.58122,-46.67941,0,2
SIYU,-23.60213,-46.69250,0,2
SIYV,-22.99698,-43.34655,0,2
SIYY,-11.00220,-39.29462,0,2
SIYZ,-23.61150,-46.69469,0,2
SIZB,-22.42498,-42.98018,0,2
SIZE,-22.99665,-47.12359,0,2
SIZJ,-20.97952,-48.44718,0,2
SIZT,-23.52369,-47.08803,0,2
SIZV,-19.96001,-44.11784,0,2
SIZW,-25.51422,-49.13127,0,2
SIZY,-22.69596,-47.56185,0,2
SIZZ,-23.12825,-47.00329,0,2
SJAB,-25.69278,-54.43266,0,2
SJAD,-22.75704,-45.10931,0,2
SJAE,-20.20116,-40.22818,0,2
SJAG,-22.27330,-47.30798,0,2
SJAJ,-25.43889,-49.26775,0,2
SJAM,-23.24858,-46.57109,0,2
SJAN,-23.65423,-46.72583,0,2
SJAO,-23.40366,-46.83112,0,2
SJAP,-22.91418,-46.98493,0,2
SJAT,-22.88689,-46.87142,0,2
SJAX,-25.53697,-49.17934,0,2
SJAY,-2.47004,-44.17380,0,2
SJBD,-12.97959,-38.46134,0,2
SJBE,-23.43884,-46.72439,0,2
SJBG,-23.59018,-46.68207,0,2
SJBI,-22.44025,-47.69845,0,2
SJBJ,-23.61303,-46.85147,0,2
SJBL,-22.33060,-47.48902,0,2
SJBM,-23.36118,-47.56871,0,2
SJBO,-23.62722,-46.70182,0,2
SJBP,-23.59553,-46.68755,0,2
SJBQ,-19.67596,-46.90411,0,2
SJBR,-8.58004,-35.03970,0,2
SJBS,-23.21136,-45.90041,0,2
SJBV,-25.45736,-49.46465,0,2
SJCB,-23.51353,-46.73410,0,2
SJCE,-22.66018,-43.15841,0,2
SJCG,-22.97796,-44.43367,0,2
SJCI,-23.19497,-45.87455,0,2
SJCK,-21.24783,-48.81020,0,2
SJCL,-21.61638,-46.87523,0,2
SJCO,-23.43087,-47.11177,0,2
SJCV,-22.86497,-46.03673,0,2
SJCX,-19.81840,-43.94756,0,2
SJDA,-23.01406,-43.50024,0,2
SJDH,-22.42851,-43.08654,0,2
SJDK,-20.88467,-51.36928,0,2
SJDO,-23.82192,-45.37128,0,2
SJDQ,-22.89775,-47.04680,0,2
SJDR,-26.48675,-49.06477,0,2
SJEB,-23.59296,-46.68965,0,2
SJED,-3.84201,-38.59982,0,2
SJEI,-23.55261,-46.66153,0,2
SJEM,-2.49317,-44.27472,0,2
SJEO,-21.15239,-53.28150,0,2
SJEP,-20.50878,-48.59987,0,2
SJES,-23.45801,-46.47169,0,2
SJET,-26.79307,-48.67108,0,2
SJEY,-23.51879,-46.96081,0,2
SJEZ,-9.65980,-35.74065,0,2
SJFC,-23.55805,-46.65209,0,2
SJFD,-22.89932,-43.28170,0,2
SJFE,-16.70573,-39.10936,0,2
SJFH,-20.41253,-48.21721,0,2
SJFS,-3.73450,-38.53124,0,2
SJFZ,2.83989,-60.65190,0,2
SJGG,-23.00186,-43.50477,0,2
SJGK,-22.99516,-43.54823,0,2
SJGM,-23.57537,-46.69588,0,2
SJGO,-22.97150,-43.36274,0,2
SJGP,-23.89850,-46.30415,0,2
SJGQ,-22.57399,-44.96913,0,2
SJGS,-25.25694,-49.14361,0,2
SJGX,-19.45521,-44.37619,0,2
SJHA,-23.34114,-51.16327,0,2
SJHB,-8.06417,-34.89809,0,2
SJHC,-22.87205,-42.01146,0,2
SJHI,-22.75023,-45.53269,0,2
SJHL,-5.36278,-49.06889,0,2
SJHR,-2.52037,-44.13734,0,2
SJIA,-14.15399,-39.70035,0,2
SJIB,-14.82404,-39.32026,0,2
SJIE,-20.32717,-40.26917,0,2
SJIG,-21.20629,-47.81056,0,2
SJIH,-22.59885,-47.88108,0,2
SJIM,-21.73694,-43.36438,0,2
SJIO,-2.49089,-44.30306,0,2
SJIQ,-22.89150,-47.30937,0,2
SJIW,-23.47526,-46.82851,0,2
SJIX,-23.23088,-44.71548,0,2
SJJA,-12.65205,-41.49056,0,2
SJJE,-13.84064,-40.10363,0,2
SJJP,-24.25660,-47.37892,0,2
SJJS,-25.46145,-49.10268,0,2
SJJY,-23.90878,-45.30919,0,2
SJKD,-27.02647,-48.62099,0,2
SJKF,-23.50894,-47.58247,0,2
SJKR,-27.14435,-48.59221,0,2
SJKY,-23.95224,-46.32536,0,2
SJLR,-25.24692,-49.91820,0,2
SJLY,-20.04722,-43.96235,0,2
SJMB,-23.01638,-44.28900,0,2
SJMC,-23.49318,-46.85197,0,2
SJMG,-23.53590,-46.61859,0,2
SJMS,-14.57483,-49.96799,0,2
SJNN,-23.88844,-46.17210,0,2
SJNS,-23.53463,-46.54434,0,2
SJNT,-24.00290,-46.28909,0,2
SJNY,-12.54964,-37.99077,0,2
SJOB,-12.98772,-38.45092,0,2
SJOC,-12.97940,-38.45243,0,2
SJOE,-23.24675,-47.42484,0,2
SJOI,-23.09558,-47.22339,0,2
SJON,-23.35477,-46.85470,0,2
SJOQ,-22.46832,-46.71793,0,2
SJOS,-16.64770,-49.20871,0,2
SJOV,-24.14942,-48.34007,0,2
SJOZ,-23.58863,-46.68272,0,2
SJPA,-8.74947,-63.91035,0,2
SJPB,-23.78757,-46.78160,0,2
SJPD,-8.25620,-35.77227,0,2
SJPF,-25.51647,-54.57398,0,2
SJPG,-16.70446,-49.25815,0,2
SJPJ,-23.17132,-46.90042,0,2
SJPM,-22.87077,-43.13554,0,2
SJPN,-22.40107,-41.87566,0,2
SJPQ,-23.79859,-45.39999,0,2
SJPV,-10.95026,-37.06488,0,2
SJPY,-16.48540,-39.06810,0,2
SJPZ,-3.10139,-45.01278,0,2
SJQC,-23.97023,-46.18743,0,2
SJQE,-5.18151,-39.26171,0,2
SJQG,-25.50307,-49.28057,0,2
SJQH,-23.73316,-46.57794,0,2
SJQM,-3.65094,-45.20287,0,2
SJQR,-7.84615,-34.84879,0,2
SJQW,-28.18185,-53.22464,0,2
SJQY,-3.94424,-63.16365,0,2
SJRA,-3.71075,-61.66262,0,2
SJRD,-23.04059,-44.39224,0,2
SJRE,-23.05032,-47.39017,0,2
SJRL,-25.58256,-49.39698,0,2
SJRM,-23.66562,-46.52096,0,2
SJRN,-30.03204,-51.17848,0,2
SJRQ,-23.53395,-46.68839,0,2
SJRX,-24.02950,-46.49574,0,2
SJRZ,-23.60460,-46.69405,0,2
SJSD,-16.05601,-43.12979,0,2
SJSG,-8.97816,-36.07010,0,2
SJSI,-23.51498,-46.73844,0,2
SJSL,-23.55722,-46.65303,0,2
SJSP,-23.24370,-44.59599,0,2
SJSQ,-22.47167,-43.15554,0,2
SJST,-25.60396,-49.29372,0,2
SJSW,-23.20526,-45.90798,0,2
SJSY,-22.88418,-43.73506,0,2
SJSZ,-23.51688,-46.17899,0,2
SJTA,-27.45596,-48.46135,0,2
SJTD,-23.59095,-46.68505,0,2
SJTI,-4.14062,-38.48840,0,2
SJTV,-23.62856,-46.73657,0,2
SJTX,-3.73149,-45.27338,0,2
SJTY,-23.56411,-46.65581,0,2
SJUE,-23.53498,-46.87536,0,2
SJUF,0.85617,-51.88999,0,2
SJUG,-23.05977,-46.65296,0,2
SJUM,-27.41455,-49.60165,0,2
SJUP,-26.88093,-49.13882,0,2
SJUT,-25.19543,-49.31923,0,2
SJUW,-22.85778,-47.04514,0,2
SJUX,-22.47623,-43.85160,0,2
SJUY,-22.48849,-41.93528,0,2
SJUZ,-22.92092,-46.79168,0,2
SJVC,-23.51251,-46.66723,0,2
SJVE,-22.74333,-45.54410,0,2
SJVH,-3.72960,-38.50128,0,2
SJVJ,-23.37465,-46.02247,0,2
SJVT,-16.60000,-39.09694,0,2
SJWC,-23.51692,-46.57911,0,2
SJWD,-22.99339,-44.09664,0,2
SJWF,-21.64749,-41.02408,0,2
SJWJ,-23.66993,-46.70318,0,2
SJWK,-3.74085,-38.50928,0,2
SJWM,-23.21441,-45.90929,0,2
SJWN,-29.16471,-51.20081,0,2
SJWR,-23.03424,-44.20179,0,2
SJWS,-23.76674,-45.40543,0,2
SJWU,-2.65864,-44.30121,0,2
SJWY,-15.91169,-47.97179,0,2
SJWZ,-23.59377,-46.69039,0,2
SJXD,-20.64016,-46.00529,0,2
SJXK,-23.57342,-46.69771,0,2
SJXL,-5.05783,-42.81584,0,2
SJXN,-19.96164,-44.07180,0,2
SJXP,-23.61117,-46.69456,0,2
SJXQ,-22.81496,-43.28423,0,2
SJXR,-24.00990,-46.41763,0,2
SJXT,-23.12133,-44.19289,0,2
SJYA,-26.79943,-48.61300,0,2
SJYB,-23.41087,-46.67012,0,2
SJYN,-23.50269,-46.84182,0,2
SJYV,-24.51721,-48.85020,0,2
SJYX,-25.57185,-53.12316,0,2
SJZI,-23.95830,-46.33076,0,2
SJZJ,-22.69825,-45.52959,0,2
SJZK,-22.96014,-43.40596,0,2
SJZU,-23.58404,-46.68388,0,2
SJZV,-23.29888,-47.29563,0,2
SJZY,-23.50036,-46.84880,0,2
SNAK,-6.07756,-50.07417,0,2
SNAQ,-23.15473,-46.78016,0,2
SNAW,-15.79066,-47.87904,0,2
SNAZ,-23.49279,-46.84977,0,2
SNBB,-25.34694,-49.05722,0,2
